基金代码,基金名称,1月(%) (总回报率),3月(%) (总回报率),6月(%) (总回报率),1年(%) (年化回报率),2年(%) (年化回报率),今年以来(%) (总回报率),设立以来(%)(总回报率),类型
050018,博时行业轮动混合,-11.52,-19.75,-26.16,-28.49,-6.89,-29.66,-9.4,混合型
002326,银华聚利灵活配置混合C,-11.03,-16.28,-19.43,-19.25,-4.66,-22.87,-7.17,混合型
001837,前海开源沪港深蓝筹精选灵活配置混合,-7.78,-12,-14.93,-19.54,1.52,-21.92,18.84,混合型
004975,交银施罗德恒益灵活配置混合,-3.08,-6.54,-6.82,-5.36,0,-4.83,-3.75,混合型
005007,景顺长城景瑞睿利回报定期开放混合,-0.38,-0.34,0.85,-1.34,0,0.19,-1.06,混合型
217020,招商安达灵活配置混合,-12.69,-16.95,-18.53,-22.79,0,-24.86,-21.57,混合型
002291,诺安安鑫灵活配置混合,-16.78,-22.12,-19.87,0,0,-23.5,-23.5,混合型
519191,万家新利灵活配置混合,-4.09,-5.02,-16.51,-15.57,-1.9,-15.62,4.19,混合型
000679,招商丰利灵活配置混合A,-5.05,-7.01,-10.32,-13.69,-7.52,-13.98,3.4,混合型
690007,民生加银景气行业混合,-9.94,-16.2,-19.05,-17.07,2.41,-15.67,100.2,混合型
002270,东吴安盈量化灵活配置混合,-12.15,-14.72,-20.19,-26.52,-15.3,-26.1,-24.1,混合型
000314,招商瑞丰灵活配置混合A,-3.43,-6.02,-6.77,-6.23,0.04,-6.7,43.91,混合型
005520,国投瑞银创新医疗灵活配置混合,-10.73,-17.32,-23.64,0,0,-22.37,-22.37,混合型
002983,长信国防军工量化灵活配置混合,-11.55,-13.28,-21.92,-28.79,0,-24.34,-36.96,混合型
580005,东吴进取策略混合,-4.13,-7.02,-15.89,-22.28,-8.49,-17.68,31.56,混合型
519095,新华行业周期轮换混合,-7.75,-13.66,-22.22,-28.49,-9.38,-23.88,91.72,混合型
005794,银华心怡灵活配置混合,-10.84,-12.82,0,0,0,-10.62,-10.62,混合型
005130,富国金利定期开放混合C,0.31,0.86,1.03,0,0,2.14,2.16,混合型
002222,嘉实新趋势灵活配置混合,0.17,-0.17,-0.17,2.69,5.38,1.24,14.6,混合型
003878,富国久利稳健配置混合C,-0.33,-0.7,-0.07,1.2,0,1.08,2.85,混合型
004099,前海开源沪港深景气行业精选灵活配置混合,-4.22,-6.53,-5.3,-4.61,0,-5.66,3.85,混合型
006113,汇添富创新医药主题混合,-2.47,0,0,0,0,-2.67,-2.67,混合型
377530,上投摩根行业轮动混合A,-12.46,-21.25,-26.22,-34.95,-7.4,-30.79,52.21,混合型
540003,汇丰晋信动态策略混合A,-10.38,-15.97,-21.34,-27.54,-6.39,-25.57,112.02,混合型
003858,前海开源周期优选灵活配置混合C,-7.92,-11.47,-12.29,-20.76,0,-21.82,-17.99,混合型
002209,博时境源保本混合C,0.1,-0.66,0,1.64,1.61,1.25,5.2,混合型
270021,广发聚瑞混合,-13.15,-18.41,-18.54,-23.33,-7.41,-24.17,52.5,混合型
001869,招商制造业转型灵活配置混合A,-10.17,-15.05,-22.64,-24.41,-6.36,-25.48,-0.12,混合型
050007,博时平衡配置混合,-8.11,-15.55,-19.25,-22.18,-5.82,-21.41,129.16,混合型
005958,华夏聚丰稳健目标风险混合(FOF)C,0,0,0,0,0,0,0,混合型
002417,招商丰盛稳定增长灵活配置混合C,-3.88,-5.83,-7.32,-9.8,-5.86,-9.72,-6.47,混合型
002281,建信裕利灵活配置混合,-3.24,-6.81,-11.47,0,0,-18.26,-18.26,混合型
006039,富兰克林国海估值优势灵活配置混合,-7.19,0,0,0,0,-7.01,-7.01,混合型
001880,长城中国智造灵活配置混合,-5.26,-5.33,-8.4,-12.41,0,-11.47,-9.96,混合型
519183,万家双引擎灵活配置混合,-4.46,-3.28,-7.96,-11.89,-2.72,-11.26,135.11,混合型
005799,创金合信春来回报一年期定期开放混合A,-1.08,-1.22,0,0,0,-1.23,-1.23,混合型
540004,汇丰晋信2026周期混合,-8.91,-12.81,-12.34,-13.03,-2.25,-14.16,101.6,混合型
519679,银河主题策略混合,-10.99,-18.84,-21.7,-29.88,-11.23,-29.98,194.03,混合型
320006,诺安灵活配置混合,-10.79,-16.7,-19.12,-24.19,-8.87,-25.4,206.9,混合型
002160,南方转型驱动灵活配置混合,-12.15,-16.59,-18.86,-20.72,2.2,-21.95,10.6,混合型
166801,浙商聚潮新思维混合,-7.52,-10.74,-12.42,-15.69,-8.49,-15.54,112.72,混合型
001301,大成睿景灵活配置混合C,-10.48,-18.97,-27.13,-32.6,-17.53,-32.86,-47.9,混合型
002939,广发创新升级灵活配置混合,-12.87,-22.14,-26.2,-34.07,-5.99,-32.55,-10.17,混合型
004801,浦银安盛安久回报定期开放混合A,-1.51,-2.04,-1.7,0,0,-1.69,-1.69,混合型
050001,博时价值增长混合,-6.09,-11.73,-17.29,-20.69,-12.4,-20.9,226.68,混合型
161601,融通新蓝筹混合,-5.04,-8.35,-13.03,-15.46,-5.43,-15.62,309.28,混合型
004361,上投摩根安通回报混合A,-0.77,-1.67,-1.24,-1.47,0,-0.71,4.65,混合型
530006,建信核心精选混合,-10.74,-16.7,-17.26,-23.73,-10.04,-24.38,154.57,混合型
004670,长盛分享经济主题灵活配置混合,-7.55,-16.61,-19.1,-15.46,0,-17.87,-8.1,混合型
000714,诺安稳健回报灵活配置混合A,-2.23,-1.72,-0.98,-0.39,1.5,-0.68,38.36,混合型
519185,万家精选混合,-3.99,-4.96,-15.63,-14.8,-2.94,-15.93,111.75,混合型
590001,中邮核心优选混合,-9.17,-16.97,-20.15,-30.28,-17.33,-27.73,88.55,混合型
090003,大成蓝筹稳健混合,-10.46,-15.71,-19.19,-21.62,-2.87,-21.81,214.71,混合型
005596,建信战略精选灵活配置混合A,-11.29,-16.83,-20.8,0,0,-21.43,-21.43,混合型
001830,融通跨界成长灵活配置混合,-5.94,-9.66,-13.82,-12.2,-3.93,-13.24,2.9,混合型
001053,南方创新经济灵活配置混合,-10.12,-14.13,-13.7,-14.84,3.07,-17.34,3.9,混合型
160505,博时主题行业混合(LOF),-8.36,-15.38,-21.06,-21.65,-0.64,-25.4,929.91,混合型
000327,南方潜力新蓝筹混合,-3.09,-4.13,0,0,0,-3.91,-3.91,混合型
570006,诺德中小盘混合,-6.75,-13.16,-10.81,-25.55,-11.15,-22.5,38.27,混合型
005481,银华瑞泰灵活配置混合,-19.46,-23.05,-21.1,0,0,-22.25,-22.25,混合型
000800,华商未来主题混合,-12.38,-17.13,-29.43,-35.97,-30.95,-31.56,-43.4,混合型
257010,国联安小盘精选混合,-7.68,-12.02,-16.96,-24.69,-9.77,-24.28,328.03,混合型
004814,中欧红利优享灵活配置混合A,-12.53,-16.2,-22.87,0,0,-22.85,-22.85,混合型
002989,融通通乾研究精选灵活配置混合,-7.71,-12.11,-16.06,-18.8,0.76,-18.51,3.37,混合型
001513,易方达信息产业混合,-9.69,-13.26,-17.39,-19.81,-0.5,-17.25,-1.2,混合型
000242,景顺长城策略精选灵活配置混合,-9.16,-15.94,-13.52,-23.49,-7.76,-20.39,42.42,混合型
001119,国投瑞银新回报灵活配置混合,-3.97,-5.89,-6.16,-8.75,-2.17,-8.25,0.76,混合型
519011,海富通精选混合,-8.21,-11.47,-15.12,-22,-4.91,-17.81,412.29,混合型
001967,华宝转型升级灵活配置混合,-7.41,-10.67,-22.34,-24.91,-8.43,-23.45,-13.8,混合型
001181,南方改革机遇灵活配置混合,-8.06,-10.36,-12.56,-18.53,-9.97,-15.74,-21.3,混合型
373010,上投摩根双息平衡混合A,-7.92,-14.54,-17.69,-33.31,-9.99,-26.92,197.35,混合型
040016,华安行业轮动混合,-8.56,-12.81,-13.72,-14.03,-3.45,-12.9,82.91,混合型
002443,前海开源沪港深龙头精选灵活配置混合,-10.82,-14.9,-17.68,-21.96,-1.37,-24.55,8.66,混合型
166007,中欧互通精选混合A,0,0,0,0,0,-5.37,-5.37,混合型
260115,景顺长城中小盘混合,-11.78,-16.28,-19.66,-19.93,-5.17,-22.06,45.86,混合型
260101,景顺长城优选混合,-8.69,-16.06,-20.72,-23.93,-1.71,-21.6,692.8,混合型
002824,招商盛达灵活配置混合C,-11.88,-17.85,-26.04,-34.25,-12.55,-33.62,-23.6,混合型
519908,华夏兴华混合A,-7.76,-12.46,-18.27,-27.7,-11.97,-26.29,47.72,混合型
001471,融通新能源灵活配置混合,-10.64,-19.85,-25.64,-21.16,-6.25,-19.39,-6.58,混合型
005004,交银施罗德品质升级混合,-14.83,-21.27,-20.61,0,0,-23.25,-23.25,混合型
000029,富国宏观策略灵活配置混合,-3.94,-5.92,-13.13,-10.25,4.18,-16.88,69.12,混合型
002197,国泰鑫保本混合,0,0.29,0,-0.19,1.03,0.1,3.4,混合型
000603,易方达创新驱动灵活配置混合,-16.83,-22.66,-26.03,-31.04,-18.06,-27.25,-33.8,混合型
003308,中信建投睿利灵活配置混合A,-11.45,-15.91,-16.62,-13.87,0,-15.91,-1.22,混合型
002790,长盛同享灵活配置混合C,-9.51,-8.34,0,0,0,-8.43,-8.43,混合型
290004,泰信优质生活混合,-8.25,-10.4,-20.4,-32.97,-23.34,-27.27,2.22,混合型
001322,东吴新趋势价值线灵活配置混合,-15.99,-24.41,-34.75,-41.88,-27.7,-38.88,-58.5,混合型
001122,鹏华弘利灵活配置混合A,-0.85,-1.15,-0.08,1.31,2.34,1.06,14.42,混合型
002398,华安安禧灵活配置混合A,0,0,0,0,0,-0.02,-0.02,混合型
519113,浦银安盛精致生活混合,-11.96,-22.5,-29.46,-39.7,-21.65,-34.52,35.8,混合型
005482,博时创新驱动灵活配置混合A,-7.12,-16.68,-22.76,0,0,-19.93,-19.93,混合型
001732,广发百发大数据策略价值灵活配置混合E,-19.23,-22.22,-20.17,-28.68,0,-28.48,-24.4,混合型
004916,嘉实新添丰定期开放混合,-0.4,-0.66,0.39,3.48,0,2.23,5.48,混合型
161038,富国新兴成长量化精选混合(LOF),-10.62,-17.03,-25.71,-28.48,0,-26.37,-24.75,混合型
240020,华宝医药生物优选混合,-14.09,-19.68,-22.75,-16.7,-2.09,-17.73,81.69,混合型
690009,民生红利回报混合,-10.01,-13.09,-15.1,-16.72,-5.13,-16.81,97.05,混合型
360012,光大保德信中小盘混合,-7.15,-13.59,-17.37,-19.89,-11.65,-18.09,43.25,混合型
530003,建信优选成长混合A,-8.32,-11.88,-13.48,-19.27,-7.29,-16.08,260.52,混合型
001741,广发百发大数据策略精选灵活配置混合A,-17.39,-20.67,-17.39,-28.47,-12,-29.25,-22.1,混合型
519087,新华优选分红混合,-14.45,-22.66,-24.41,-22.75,-9.97,-25.63,339.76,混合型
001366,金鹰产业整合灵活配置混合,-16.69,-22.02,-26.01,-29.16,-16.05,-29.43,-45.1,混合型
000684,长盛养老健康产业灵活配置混合,-6.4,-8.24,-8.59,-13.2,-4.8,-16.37,17,混合型
460002,华泰柏瑞积极成长混合A,-9.97,-18.36,-21.46,-24.58,-8.66,-24,35.24,混合型
002080,前海开源一带一路主题精选灵活配置混合C,-8.22,-10.5,-13.43,-23.68,-17.14,-15.64,-17.05,混合型
001508,富国新动力灵活配置混合A,-6.41,-8.39,-9.93,10.54,8.54,10.08,34.3,混合型
005695,华安睿明两年定期开放灵活配置混合A,-2.04,-1.66,-6.54,0,0,-6.54,-6.54,混合型
000878,中海医药健康产业精选灵活配置混合A,-11.14,-16.72,-18.39,-5.17,7.99,-7.27,34,混合型
166019,中欧价值智选回报混合A,-3.27,-5.53,-2.69,-6.69,-6.65,-7.36,85.61,混合型
162212,泰达宏利红利先锋混合,-12.23,-17.09,-21.79,-23.13,-6.36,-24.39,29.93,混合型
004489,鹏华量化策略灵活配置混合,-5.67,-7.66,-10.45,-21.74,0,-20.57,-19.58,混合型
004224,南方军工改革灵活配置混合,-13.37,-14.79,-29.07,-37.19,0,-31.97,-42.92,混合型
630015,华商大盘量化精选灵活配置混合,-8.46,-12.98,-22.13,-28.33,-13.43,-27.03,65.29,混合型
001896,泰达宏利绝对收益策略混合,0,0,0,0,0,0.1,0.1,混合型
519068,汇添富成长焦点混合,-9.98,-15.36,-21.56,-23.77,2.4,-24.99,213.92,混合型
005668,融通新能源汽车主题精选灵活配置混合,-9.41,-16.89,0,0,0,-21.82,-21.82,混合型
257040,国联安德盛红利混合,-17.36,-27.86,-32.28,-42.52,-17.71,-35.84,80.23,混合型
004100,鹏华安益增强混合,-0.02,0.13,4.11,4.82,0,4.88,9.47,混合型
519736,交银施罗德新成长混合,-8.16,-12.25,-14.45,-13.3,5.48,-14.96,109.85,混合型
340008,兴全有机增长混合,-5.75,-15.96,-20.56,-31.84,-5.6,-31.04,160.74,混合型
001998,工银瑞信新焦点灵活配置混合C,0.2,0.3,-0.98,-3.06,0.7,-5.59,1.4,混合型
000805,中银新经济灵活配置混合,-8.3,-12.54,-24.82,-40.11,-21.98,-39.34,-14.9,混合型
002408,中信建投医改灵活配置混合,-6.91,-18.56,-23.14,-14.36,-4.51,-15.3,-7,混合型
375010,上投摩根中国优势混合,-10.62,-21.18,-27.06,-41.59,-12.95,-34.55,296.65,混合型
000772,景顺长城中国回报灵活配置混合,-8.96,-19.75,-23.53,-29.35,-11.04,-28.15,-2.5,混合型
002658,招商安裕灵活配置混合C,-4.88,-6.69,0,0,0,-5.25,-5.25,混合型
005587,安信比较优势灵活配置混合,-10.5,-15.34,-17.36,0,0,-18,-18,混合型
000946,华夏医疗健康混合型发起式C,-11.89,-18.19,-19.62,-15.39,-5.36,-13.86,23.7,混合型
005696,华安睿明两年定期开放灵活配置混合C,-2.15,-1.94,-7.02,0,0,-7.02,-7.02,混合型
004271,汇添富民丰回报混合C,0.99,1.43,2.47,4.76,0,3.53,6.45,混合型
001731,广发百发大数据策略价值灵活配置混合A,-19.44,-22.37,-20.3,-28.88,0,-28.61,-25.4,混合型
001127,中银宏观策略灵活配置混合,-4.43,-6.57,-10.58,-13.24,-6.23,-15.75,-41.7,混合型
005211,银河智慧主题灵活配置混合,-9.44,-14.47,-15.42,0,0,-20.44,-20.29,混合型
501049,东方红睿玺三年定期开放灵活配置混合,-13.89,-20.55,-20.76,0,0,-24.71,-22.23,混合型
001139,华安新动力灵活配置混合,-0.8,-0.27,0.54,2.47,2.84,2.85,12,混合型
004274,浦银安盛安恒回报定期开放混合A,-1.13,0,0,0,0,-1.06,-1.06,混合型
050012,博时策略混合,-7.68,-14.54,-20.39,-22.86,-7.55,-23.52,9.57,混合型
160512,博时卓越品牌混合(LOF),-6.28,-8.82,-18.47,-32.04,-21.78,-31.38,48.16,混合型
000523,国投瑞银医疗保健行业灵活配置混合,-12.67,-22.3,-28.13,-20.64,-12.03,-17.77,41.37,混合型
001202,东方红领先精选灵活配置混合,-3.22,-4.97,-5.82,-1.59,3.14,-2.5,17.13,混合型
519015,海富通精选贰号混合,-7.9,-11.05,-15.29,-21.43,-4.59,-17.7,29.42,混合型
004314,前海开源沪港深新硬件主题灵活配置混合A,-3.28,-4.19,-3.86,-25.59,0,-13.88,-19.52,混合型
001150,融通互联网传媒灵活配置混合,-12.32,-20.1,-20.5,-23.92,-13.8,-24.29,-52.3,混合型
519987,长信恒利优势混合,-10.63,-16.72,-21.88,-22.83,-7.11,-19.54,8.25,混合型
040035,华安逆向策略混合,-9.45,-16.23,-21.33,-29.36,-14.2,-25.53,182.93,混合型
003717,中银量化精选灵活配置混合,-12.31,-20.33,-28.09,-35.39,0,-31.63,-34.53,混合型
001959,华商乐享互联灵活配置混合,-15.21,-22.01,-28.63,-42.12,-27.24,-41.78,-50.4,混合型
000063,长盛电子信息主题灵活配置混合,-16.06,-25,-27.37,-37.66,-22.48,-35.75,36.02,混合型
320012,诺安主题精选混合,-8.16,-12.72,-13.12,-16.3,-1.31,-12.62,67.84,混合型
169103,东方红睿轩沪港深灵活配置混合,-11.06,-18.08,-18.08,-20.13,9.58,-22.62,31.5,混合型
519069,汇添富价值精选混合A,-11.12,-14.58,-14.02,-10.74,5.16,-12.5,366.4,混合型
003096,中欧医疗健康混合C,-18.6,-21.83,-25.5,-8.75,4.37,-12.52,7.95,混合型
001468,广发改革先锋灵活配置混合,-9.16,-18.42,-22.74,-36.9,-22.42,-33.87,-50.4,混合型
519778,交银施罗德经济新动力混合,-6.18,-9.46,-15.95,-17.84,-2.29,-18.11,-4.55,混合型
000970,东方红睿元三年定期开放灵活配置混合,-9.72,-19.37,-15.56,-17.71,9.7,-23.81,84,混合型
000531,东吴阿尔法灵活配置混合,-16.84,-25.47,-34.3,-25.12,-6.14,-25.18,-5.2,混合型
002604,华夏新起点灵活配置混合,-7.14,-12.84,-16.21,-16.44,-5.22,-18.39,-9,混合型
002691,前海开源恒泽保本混合C,0.38,0.67,1.54,2.93,2.51,2.53,5.4,混合型
005593,上投摩根创新商业模式灵活配置混合,-8.92,-16.28,-21.68,0,0,-23.72,-23.72,混合型
003503,金鹰鑫瑞灵活配置混合C,0.35,1.05,3.03,20.35,0,23.38,24.56,混合型
420001,天弘精选混合,-7.69,-14.42,-18.25,-23.18,-6.26,-22.26,83.98,混合型
004397,长盛信息安全量化策略灵活配置混合,-14.08,-23.61,-36.19,-37.67,0,-38.79,-35.3,混合型
002496,前海开源量化优选灵活配置混合C,-5.31,-11.27,-13.22,-7.08,0,-9.48,-5.5,混合型
004119,广发创新驱动灵活配置混合,-15.89,-22.2,-21.2,-26.02,0,-27.43,-20.1,混合型
000264,博时内需增长灵活配置混合,-11.45,-18.2,-22.93,-24.22,-15.24,-26.03,-24.44,混合型
400007,东方策略成长混合,-9.52,-11.88,-12.86,-19.53,-6.51,-18.32,132.31,混合型
002345,华夏高端制造灵活配置混合,-9.05,-16.24,-22.48,-39.74,-24.99,-35.19,-40.7,混合型
001073,华泰柏瑞量化绝对收益策略定期开放混合,0.03,-0.25,1.65,1.71,3.63,3.03,9.69,混合型
001951,金鹰改革红利灵活配置混合,-7.68,-15.84,-18.84,-17.99,-10.45,-23.5,-13.4,混合型
002378,建信弘利灵活配置混合,-5.86,-8.92,-12.47,0,0,-15.3,-10.89,混合型
160521,博时弘盈定期开放混合C,-1.91,-2.92,-7.61,-6.29,-3.11,-5.27,-5.91,混合型
217001,招商安泰偏股混合,-10.21,-13.91,-19.7,-21.86,-8.92,-26.02,398.21,混合型
630005,华商动态阿尔法混合,-8.33,-12.44,-21.33,-28.36,-24.06,-24.99,38.7,混合型
005043,国寿安保健康科学混合A,-6.06,-10.64,-14.71,0,0,-13.51,-13.23,混合型
002802,广发东财大数据精选灵活配置混合,-14.2,-18.3,-13.32,0,0,-22.38,-22.29,混合型
161616,融通医疗保健行业混合,-16.33,-18.77,-23.23,-16.41,-13.24,-9.52,27.6,混合型
002504,鹏华金鼎灵活配置混合A,0,0,0,0,0,0,0,混合型
166024,中欧恒利三年定期开放混合,-12.31,-17.5,-16.52,0,0,-18.58,-17.94,混合型
000545,中邮核心竞争力灵活配置混合,-6.16,-13.22,-20.53,-31.23,-28.12,-16.72,-0.9,混合型
003224,鹏华兴润定期开放灵活配置混合A,-1.8,-4.16,-4.61,-4.77,-0.18,-5.61,-0.18,混合型
000066,诺安鸿鑫保本混合,0,0.85,2.68,3.37,2.92,2.78,51.58,混合型
001603,易方达安盈回报混合,-8.07,-13.02,-16.15,-18.2,0,-18.07,0.2,混合型
000209,信诚新兴产业混合,-9.46,-13.84,-27.6,-34.77,-23.25,-29.71,1.5,混合型
000532,景顺长城优势企业混合,-17.98,-23.07,-22.09,-18.27,0.46,-22.01,41.4,混合型
004138,上银鑫达灵活配置混合,-11.83,-16.76,-15.22,-22.59,0,-20.81,-11.89,混合型
002003,工银瑞信新机遇灵活配置混合A,-12.56,-16.52,-18.03,-24.29,0,-23.16,-22.7,混合型
180013,银华领先策略混合,-9.89,-17.1,-24.63,-31.89,-9.04,-34,138.17,混合型
001076,易方达改革红利混合,-20.82,-27.37,-26.63,-24,0.42,-27.59,-28.1,混合型
001296,长城转型成长灵活配置混合,-4.86,-7.51,-11.04,-12.96,0,-13.6,-7.21,混合型
002611,博时黄金ETF联接C,4.03,2.34,1.44,0.26,-0.92,0.41,-3.66,混合型
090018,大成新锐产业混合,-10.31,-18.3,-18.3,-21.06,-11.36,-19.42,87,混合型
320007,诺安成长混合,-13.81,-19.32,-23.27,-33.85,-26.09,-31.08,-3.94,混合型
240004,华宝动力组合混合,-3.09,-4.53,-9.96,-21.68,-14.92,-17.74,440.95,混合型
003095,中欧医疗健康混合A,-18.56,-21.72,-25.5,-9.11,4.51,-12.7,8.25,混合型
004505,博时新兴消费主题混合,-6.97,-11.81,-14.74,-10.63,0,-16.02,0.1,混合型
005974,东方红配置精选混合A,-1.97,-2.14,0,0,0,-2.31,-2.3,混合型
620001,金元顺安宝石动力混合,-7.25,-10.06,-11.78,-12.99,-2.12,-15.2,0.7,混合型
519698,交银施罗德先锋混合,-11.61,-14.33,-22.23,-14.91,-16.76,-7.97,38.41,混合型
050009,博时新兴成长混合,-14.91,-22.52,-30.15,-34.55,-16.92,-30.04,-26.2,混合型
162205,泰达宏利风险预算混合,-4.25,-5.86,-7.78,-11.4,-3.19,-10.19,348.61,混合型
000708,华安安享灵活配置混合,-0.69,-0.26,0.53,2.87,2.91,3.05,14.7,混合型
233007,摩根士丹利华鑫卓越成长混合,-11.03,-10.58,-14.3,-14.72,-5.87,-13.83,118.81,混合型
200011,长城景气行业龙头混合,-11.57,-20.01,-26,-34.5,-15.92,-33.04,-14.39,混合型
005116,国泰量化价值精选混合C,-7.97,-10.88,0,0,0,-11.7,-11.7,混合型
000742,国泰新经济灵活配置混合,-10.86,-17.86,-17.5,-29.02,3.31,-30.42,103.33,混合型
001018,易方达新经济灵活配置混合,-9.75,-14.63,-21.45,-22.69,0.47,-20.96,27.8,混合型
002264,华夏乐享健康灵活配置混合,-9.72,-15.53,-18.76,-14.09,-2.99,-11.63,-4.3,混合型
005821,万家新机遇龙头企业灵活配置混合,-9.99,-13.04,0,0,0,-13.61,-13.61,混合型
090004,大成精选增值混合,-10.01,-14.54,-17.35,-22.24,-1.54,-24.24,523.71,混合型
005760,富国周期优势混合,-3.92,-2.6,0,0,0,-2.44,-2.44,混合型
001143,华商量化进取灵活配置混合,-9.41,-11.96,-18.28,-20.36,-6.5,-20.25,-37.4,混合型
000667,工银绝对收益策略混合A,-5.17,-6.44,-5.17,-6.36,-1.68,-6.1,4.6,混合型
003351,招商稳荣定期开放灵活配置混合A,-5.7,-8.95,-12.56,-14.05,-7.5,-15.93,-14.6,混合型
560003,益民创新优势混合,-8.07,-8.98,-8.68,-17.22,-12.9,-18.76,-29.11,混合型
400025,东方新兴成长混合,-14,-15.76,-14.19,-12.58,3.94,-14.45,30.86,混合型
000362,国泰聚信价值优势灵活配置混合A,-13.44,-17.13,-18.15,-21.46,-7.7,-24.56,82.32,混合型
002690,前海开源恒泽保本混合A,0.28,0.57,1.44,3.02,2.65,2.52,5.8,混合型
519035,富国天博创新主题混合,-14.54,-20.84,-23.53,-27.57,-7.86,-30.65,61.31,混合型
206002,鹏华精选成长混合,-10.36,-21.85,-24.93,-25.85,-12.13,-28.57,3,混合型
180010,银华优质增长混合,-11.01,-17.85,-21.55,-24.24,-8.21,-24.82,292.03,混合型
003632,招商稳乾定期开放灵活配置混合A,-1.61,-6.06,-6.18,-6.64,0,-6.85,0.34,混合型
003502,金鹰鑫瑞灵活配置混合A,0.36,1.07,3.02,5.7,0,8.34,10.24,混合型
688888,浙商聚潮产业成长混合,-9.37,-14.19,-19.39,-28.26,-15.7,-24.05,14.56,混合型
180012,银华富裕主题混合,-17.43,-21.07,-16.33,-21.6,7.94,-23.31,345.89,混合型
000031,华夏复兴混合,-6.24,-14.44,-20.87,-32.01,-19.69,-27.7,23.2,混合型
005902,诺安汇利灵活配置混合C,-0.6,2.15,0,0,0,2.14,2.14,混合型
200006,长城消费增值混合,-14.31,-17.32,-19.47,-17.62,-10.6,-19.28,133.94,混合型
005518,富国新趋势灵活配置混合C,-2.07,-1.94,-0.42,0,0,0.19,0.19,混合型
002495,前海开源量化优选灵活配置混合A,-5.4,-11.26,-13.21,-7.71,0,-9.39,-5.4,混合型
005473,富国价值驱动灵活配置混合C,-15.3,-20.56,-27.26,0,0,-28.09,-28.09,混合型
002732,长盛沪港深优势精选灵活配置混合,-4.88,-12.57,-11.62,-18.22,-0.96,-16.25,-2.6,混合型
163818,中银中小盘成长混合,-11.54,-16.73,-20.87,-34.86,-14.35,-28.37,3.5,混合型
200008,长城品牌优选混合,-17.27,-23.67,-24.9,-31.4,-5.06,-31.81,0.29,混合型
005245,国泰聚优价值灵活配置混合C,-12.54,-15.37,-16.46,0,0,-24.49,-23.68,混合型
003355,招商稳祥定期开放灵活配置混合A,-2.21,-7.12,-6.15,-7.03,-1.32,-6.45,-2.56,混合型
001306,中欧永裕混合A,-10.73,-8.99,-19.72,-23.18,-9.52,-26.5,-25.1,混合型
004221,长信量化先锋混合C,-12.63,-19.8,-22.72,-31.56,0,-28.63,-39.83,混合型
410009,华富量子生命力混合,-10.08,-16.34,-22.64,-20.79,-14.79,-25.04,-20.71,混合型
519115,浦银安盛红利精选混合,-7.95,-11.4,-18.49,-25.32,-9.8,-23.53,27.4,混合型
